OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape__Area,Shape__Length
35828,1997,CA,USF,SQF,THUNDER,00000000,1997/07/10 00:00:00+00,1997/07/11 00:00:00+00,4,,16,22.55512047,8,1,00000047,139134.752999615,1673.6280235229
35829,1997,CA,USF,SQF,CEMETERY,00000000,1997/05/25 00:00:00+00,1997/05/25 00:00:00+00,3,,28,41.50528717,8,1,00000026,255338.6863345,2389.96417885296
35830,1997,CA,USF,SQF,TOWER,00000000,1997/07/04 00:00:00+00,1997/07/05 00:00:00+00,1,,1096,1185.08374023,8,1,00000038,7286544.11430759,11401.3701270492
35831,1997,CA,USF,SQF,STINE,00000000,1997/05/30 00:00:00+00,1997/05/30 00:00:00+00,1,,337,343.62619019,8,1,00000027,2112274.96294633,6782.71481071405
35832,1997,CA,USF,SQF,HIGHWAY,00000000,1997/08/08 00:00:00+00,1997/08/09 00:00:00+00,9,,230,213.64874268,8,1,00000066,1309741.26415309,5730.3454977854
35833,1997,CA,USF,SQF,DEMOCRAT,00000000,1997/09/24 00:00:00+00,1997/09/28 00:00:00+00,7,,734,812.29693604,8,1,00000112,4973990.38431408,15140.271985659
35834,1997,CA,USF,MDF,CDF #6,00000000,1997/07/30 00:00:00+00,1997/08/08 00:00:00+00,1,,18,15.12439251,8,1,00000086,108859.67494095,1251.59307133027
35835,2006,CA,USF,BDF,ARRASTRE,00005749,2006/06/09 00:00:00+00,2006/06/13 00:00:00+00,1, ,361,363.40698242,7,1,00000042,2157854.83982315,6818.34656500631
35836,2006,CA,USF,LPF,PERKINS,00001113,2006/06/19 00:00:00+00,2006/07/20 00:00:00+00,1,MCPherson Fire caused by lightning.  PerkinswascausedbyHuman/Powerline.,14988,14922.99316406,7,1,00000012,89882068.996353,55470.1679483902
35837,2006,CA,CDF,TCU,HORSESHOE,00007893,2006/08/29 00:00:00+00,2006/08/29 00:00:00+00,2,Costs derived from ARC,53,53.1608963,1,1,00000645,346574.61187052,2875.75913995107
35838,2006,CA,CDF,TCU,MILTON,00008633,2006/09/20 00:00:00+00,2006/09/21 00:00:00+00,14,No cost info available for this fire,240,228.22419739,1,1,00000731,1492182.95900378,7097.54151212492
35839,2006,CA,CDF,TCU,STINSON,00010473,2006/11/16 00:00:00+00,2006/11/17 00:00:00+00,5,Costs derived from ARC,51,51.52576828,1,1,00000883,337400.57792368,3609.28954277137
35840,2006,CA,CDF,TCU,WARNERVILLE,00003986,2006/05/15 00:00:00+00,2006/05/15 00:00:00+00,2,No cost info available for this fire,38,40.69862747,2,1,00000245,263750.311718055,3146.84550022892
35841,2006,CA,CDF,LMU,CREEK INCIDENT,00002968,2006/07/18 00:00:00+00,2006/07/18 00:00:00+00,1,,1611.57,1611.61743164,1,1,00000191,11248486.4377299,19999.5559810433
35842,2006,CA,CDF,LMU,HONEY INCIDENT,00003707,2006/08/24 00:00:00+00,2006/08/24 00:00:00+00,10,VEHICLE FIRE THAT STARTED SEVERAL VEGETATION FIRES,207,209.45169067,1,1,00000278,1456182.58714248,18921.3255365727
35843,2006,CA,CDF,LMU,CHENEY INCIDENT,00002371,2006/06/28 00:00:00+00,2006/06/29 00:00:00+00,1,TWO LIGHTNING FIRES THAT BURNED TOGETHER,646,646.67901611,1,1,00000047,4516957.98878349,11000.2774586881
35844,2006,CA,CDF,LMU,LGT #25 (2-7),00002434,2006/06/27 00:00:00+00,2006/07/04 00:00:00+00,1,,136,126.51496124,1,1,00000076,883460.558700695,7554.18220278898
35845,2006,CA,CDF,MVU,CAMINO,00001255,2006/02/09 00:00:00+00,2006/02/09 00:00:00+00,14,,10,2.78756166,6,1,00000158,16180.26277263,553.835634442393
35846,2006,CA,CDF,MVU,BORDER 15,00006455,2006/07/15 00:00:00+00,2006/07/15 00:00:00+00,19,,17,19.73610878,1,1,00000655,112801.44985935,1647.15519955708
35847,2006,CA,CDF,MVU,BORDER 16,00006638,2006/07/20 00:00:00+00,2006/07/21 00:00:00+00,14,,490,317.08779907,1,1,00000684,1815171.40529097,9584.60895420235
35848,2006,CA,CDF,MVU,67,00007443,2006/08/11 00:00:00+00,2006/08/11 00:00:00+00,10,,37,43.39456558,6,1,00000761,250012.35427067,2136.29457980916
35849,2006,CA,CDF,MVU,BORDER 30,00011402,2006/12/05 00:00:00+00,2006/12/06 00:00:00+00,14,,50,63.24061966,1,1,00001200,361290.50793099,3382.07860745642
35850,2006,CA,CDF,MVU,GUNN 2,00002025,2006/03/05 00:00:00+00,2006/03/05 00:00:00+00,9,,12,6.94844675,1,1,00000269,39749.40199358,947.230325566635
35851,2006,CA,CDF,MVU,COTTONWOOD,00003882,2006/05/03 00:00:00+00,2006/05/04 00:00:00+00,5,,24,24.63930702,1,1,00000392,141527.389231865,2032.19532502485
35852,1995,CA,CDF,MVU,SACRED MTN. #5,00000000,1995/08/12 00:00:00+00,,14,,,183.1608429,,1,000053.0,1046922.81907386,4101.43951979136
35853,1995,CA,CDF,MVU,TECATE,00008809,1995/11/28 00:00:00+00,,4,,,974.94226074,,1,00001266,5571749.02111155,18267.9302666334
35854,1995,CA,CDF,MVU,SYCAMORE,00000000,1995/08/29 00:00:00+00,,14,,,9432.49511719,,1,000055.0,53935773.3106993,63380.6629121065
35855,1995,CA,CDF,RRU, ,00046828,1995/09/23 00:00:00+00,,7,,,178.69725037,,1,00001602,1052162.79070261,4060.85932218376
35856,1995,CA,USF,BDF, ,00000000,,,14,,,60.21334076,,1,00000000,354558.616355335,2262.53199943914
35857,1995,CA,USF,BDF,OVERTURE,00000000,1995/07/31 00:00:00+00,1995/08/01 00:00:00+00,9,,40,32.73008728,8,1,00000094,192657.118319495,1680.57871816806
35858,1995,CA,CDF,RRU,HWY 91,00006552,,,14,,,176.55986023,,1,00000000,1038956.19474319,5492.8898496333
35859,1995,CA,CDF,RRU,ELM,00042674,1995/08/31 00:00:00+00,,9,,,347.51779175,,1,00001422,2046163.34556998,6942.00054749955
35860,1995,CA,CDF,RRU,SEATON,00002120,,,14,,,127.16637421,,1,00000000,747672.066740295,4757.36908771161
35861,1986,CA,USF,ANF,TECALOTE,,1986/07/20 00:00:00+00,1986/07/25 00:00:00+00,4,,3900,3986.86279297,8,,00000046,23677890.2354983,32266.6507590954
35862,1994,CA,USF,ANF,SCOUT,,1994/06/25 00:00:00+00,1994/06/30 00:00:00+00,4,,3020,3487.83081055,8,,00000065,20777732.362388,24469.1104484613
35863,2000,CA,CDF,SKU,CORP #14,00002863,2000/08/09 00:00:00+00,,6,,,27.30938148,,1,00000000,199215.81011761,3544.3542046307
35864,2000,CA,CDF,SKU,CORP #13,00002574,2000/07/26 00:00:00+00,,6,,,813.30084229,,1,00000000,5929548.45911054,11973.9491815197
35865,2000,CA,CDF,SKU,CORP #12,00002557,2000/07/25 00:00:00+00,,6,,,11.6309824,,1,00000000,83949.13935115,1405.80336203931
35866,2000,CA,CDF,SKU,CANAL,00002549,2000/07/25 00:00:00+00,,7,,,1.7802062,,1,00000000,12962.336293765,426.148316160024
35867,2000,CA,CDF,SKU,ANDERSON 2,00002360,2000/07/12 00:00:00+00,,5,,,29.40894318,,1,00000000,214271.683230635,2109.20901759921
35868,2000,CA,CDF,SKU,ANDERSON,00001776,2000/06/05 00:00:00+00,,9,,,38.66870117,,1,00000000,281633.84949645,2543.62568628583
35869,2000,CA,CDF,SKU,ADOBE,00002118,2000/06/29 00:00:00+00,,1,,,18.55185509,,1,00000000,132790.773604715,2131.65732090108
35870,2000,CA,USF,SRF,WINDY,00000000,2000/07/27 00:00:00+00,2000/08/01 00:00:00+00,9,,70,70.08989716,8,1,00000058,504141.78848965,3156.29788358875
35871,2000,CA,USF,SRF,JOURNEY,00000000,2000/10/07 00:00:00+00,2000/10/13 00:00:00+00,7,,990,1010.05041504,8,1,00000102,7041927.25516753,15767.2373718278
35872,2000,CA,CDF,TGU,PAYNE,00004982,2000/10/25 00:00:00+00,,11,,,137.3724823,,1,00000179,947491.349158915,7306.02040286791
35873,2000,CA,CDF,TGU,LOURENCE,00004315,2000/09/23 00:00:00+00,,7,,,304.60910034,,1,00000161,2104292.34610758,7180.28360142091
35874,2000,CA,USF,SQF,MANTER,00000000,2000/07/22 00:00:00+00,2000/09/06 00:00:00+00,9,,75000,79223.4296875,8,1,00000025,490048813.02352,157138.653155884
35875,2000,CA,CCO,KRN,KING,00000000,2000/08/01 00:00:00+00,,1,,,5105.89404297,,1,00034041,31242028.7108154,38669.5612764448
35876,2000,CA,CDF,BEU,NORTH FORK,00002783,2000/09/03 00:00:00+00,,2,,,1735.93286133,,1,00000000,10825966.4215639,18225.5503992003
35877,2000,CA,USF,CNF,WHITING,00000999,2000/06/19 00:00:00+00,2000/06/19 00:00:00+00,7,,11,11.41293335,8,1,00000029,66886.67333985,1098.50855552894
35878,2000,CA,USF,CNF,CORTE,00002079,2000/09/19 00:00:00+00,2000/09/21 00:00:00+00,2,,19,18.9236908,8,1,00000076,108609.941972565,1591.15311646909
35879,2000,CA,USF,CNF,MAINSTREET,00001703,2000/08/20 00:00:00+00,2000/08/20 00:00:00+00,9,,10,18.29589653,8,1,00000056,107563.55723854,1210.67300862118
35880,2000,CA,CDF,FKU,FIVE,00007436,2000/07/18 00:00:00+00,,3,,,47.0916748,,1,00000153,296315.194348135,2702.61944609481
35881,2000,CA,CCO,KRN,FIVE DOGS,00000000,2000/06/13 00:00:00+00,,11,,,324.35150146,,1,00000000,1992352.79924794,6038.83865046235
35882,2000,CA,CCO,KRN,46,00000000,2000/07/27 00:00:00+00,,10,,,714.60467529,,1,00000000,4397189.39258492,12253.9437909824
35883,2000,CA,CCO,KRN,PEAK,00000000,2000/08/02 00:00:00+00,,1,,,1054.64257813,,1,00000000,6415688.96719899,13373.1460397024
35884,1993,CA,USF,SRF, ,00000000,1993/11/26 00:00:00+00,1993/11/27 00:00:00+00,5,,307,305.70028687,8,1,00000063,2127664.53815896,5177.38006618058
35885,1999,CA,USF,MDF,BELL WEST,00000000,1999/05/22 00:00:00+00,1999/05/26 00:00:00+00,9,,377,1440.75524902,8,1,00000005,10389979.2488576,21338.0891971363
35886,1999,CA,USF,SHF,REPTILE,00000000,1999/08/23 00:00:00+00,1999/10/05 00:00:00+00,1,,1674,1667.85498047,8,1,00000130,11851542.7417682,18898.9037957033
35887,1999,CA,USF,SHF,HIGH,00000000,1999/08/23 00:00:00+00,1999/10/05 00:00:00+00,1,,3085,3084.81640625,8,1,00000110,21916371.2723766,27846.013483251
35888,2000,CA,USF,MDF,RUSH,00000000,2000/07/25 00:00:00+00,2000/07/25 00:00:00+00,8,,16,13.67638969,8,1,00000029,98140.381460935,1634.178520669
35889,2000,CA,USF,MDF,POINT,00000000,2000/08/05 00:00:00+00,2000/08/06 00:00:00+00,9,,22,22.27248383,8,1,00000040,163105.181424785,2057.89069160604
35890,2000,CA,USF,SQF,SALMON,00000000,2000/07/03 00:00:00+00,2000/07/06 00:00:00+00,9,,56,35.51438904,8,1,00000017,219552.403842255,3387.35558139125
35891,2000,CA,USF,SQF,HILLSIDE,00000000,2000/06/30 00:00:00+00,2000/07/01 00:00:00+00,8,,77,73.02983856,8,1,00000015,449751.85138875,2695.39263504388
35892,2000,CA,USF,SQF,SARGENT,00000000,2000/07/03 00:00:00+00,2000/07/03 00:00:00+00,2,,74,74.25986481,8,1,00000044,456924.60030869,2625.47728675755
35893,2000,CA,USF,INF,AZUSA,00000000,2000/05/29 00:00:00+00,2000/06/01 00:00:00+00,4,,740,700.49157715,8,1,00000006,4565046.59213251,16180.4959963379
35894,2000,CA,USF,SNF,SAVAGES,00000000,2000/08/24 00:00:00+00,2000/08/28 00:00:00+00,9,,82,81.69133759,8,1,00000090,528312.9012021,3863.00637313726
35895,2000,CA,USF,SNF,POISON,00000000,2000/07/28 00:00:00+00,2000/07/31 00:00:00+00,9,,50,39.27180099,8,1,00000052,251659.520597955,2156.38524873627
35896,2002,CA,USF,TMU,KIVA,00000000,2002/11/16 00:00:00+00,2002/11/18 00:00:00+00,5,,43,62.58100891,2,1,00000052,419201.90110472,4244.89137642294
35897,2002,CA,USF,TMU,SHOWERS,00000000,2002/08/19 00:00:00+00,2002/08/25 00:00:00+00,9,,294,288.6086731,2,1,00000043,1924834.68989066,7380.7384293909
35898,2002,CA,USF,SNF,ROCK CREEK 2,00000000,2002/11/25 00:00:00+00,2002/12/01 00:00:00+00,5,,378,402.49502563,2,1,00000090,2577214.18528448,9694.58745014344
35899,2002,CA,USF,KNF,FORKS,00000000,2002/06/09 00:00:00+00,2002/06/10 00:00:00+00,5,,1301,1388.16674805,8,1,00000011,9953856.22758771,15376.9708849858
35900,2002,CA,USF,KNF,RAINBOW,00000000,2002/07/22 00:00:00+00,2002/07/23 00:00:00+00,1,,127,126.8800354,8,1,00000055,916267.662119205,5475.14010291968
35901,2002,CA,USF,KNF,SEVEN-MILE,00000000,2002/09/07 00:00:00+00,2002/09/09 00:00:00+00,9,,36,35.58781433,8,1,00000068,256468.41866846,2751.74608359955
35902,1995,CA,CDF,RRU,BENTON,00036811,1995/07/30 00:00:00+00,,7,,,399.1980896,,1,00001129,2333550.6392584,6354.92994531396
35903,1995,CA,CDF,RRU,COYOTE 1,00006814,,,14,,,238.12371826,,1,00000000,1389210.49714347,6228.60032396508
35904,1995,CA,CDF,RRU,ROSA,00009796,,,14,,,126.86695099,,1,00000000,740099.91082323,3538.19436140443
35905,1995,CA,CDF,RRU,WARREN,00000493,,,14,,,225.04924011,,1,00000000,1321127.26318343,7747.67771311416
35906,1995,CA,CCO,LAC,LANCASTER FIRE,00000000,1995/07/02 00:00:00+00,,14,,,359.57244873,,1,00000000,2156476.96658072,11078.0017720046
35907,1995,CA,USF,SQF, ,00000000,1995/09/07 00:00:00+00,,9,,,33.84251404,,1,00000071,209849.022044475,1824.37731651464
35908,1995,CA,USF,SQF,BLACK,00000000,1995/07/22 00:00:00+00,1995/07/23 00:00:00+00,9,,64,56.50135803,8,1,00000038,346605.566484655,2257.27610835764
35909,1995,CA,USF,SQF,ERSKINE,00000000,1995/09/15 00:00:00+00,1995/09/16 00:00:00+00,9,,60,76.26488495,8,1,00000075,467718.74221157,3077.30186777278
35910,1995,CA,USF,SQF, ,00000000,,,9,,,881.2746582,,1,00000095,5388793.07778967,11739.9243538091
35911,1995,CA,USF,SQF, ,00000000,,,1,,,2.50841045,,1,00000035,15341.982717415,510.99008921129
35912,1995,CA,CDF,MMU,NEES,00006314,1995/05/08 00:00:00+00,,14,,,1829.3269043,,1,00000121,11582215.5057635,17061.8927399627
35913,1995,CA,CDF,MMU,PACHECO,00010807,,,14,,,219.59489441,,1,00000304,1398863.5893679,5825.70556487018
35914,1995,CA,CDF,MMU,URRUTIA,00014942,,,14,,,251.14753723,,1,00012173,1595479.37017125,6535.94639392749
35915,1995,CA,USF,CNF, ,00000000,,,14,,,94.93942261,,1,00000011,554748.88025385,3057.15585070085
35916,1995,CA,CDF,LMU,SHAFFER FIRE,00000000,1995/07/21 00:00:00+00,,14,,,274.83206177,,1,00000000,1918710.23583312,8072.62688493593
35917,1995,CA,CDF,LNU,EIGHTY EIGHT FIRE,00004028,,,14,,,457.97088623,,1,00000246,3047313.11784739,8662.57304532816
35918,1995,CA,CDF,LNU,PRIEST FIRE,00004899,,,14,,,5112.60839844,,1,00000341,33871202.2943431,30497.5278082622
35919,1995,NV,USF,TOI, ,00000000,1995/10/31 00:00:00+00,,4,,,45.81046677,,1,00000051,311452.53148457,4014.66681156103
35920,1995,CA,CDF,MEU,GUNTLEY,00000000,1995/10/05 00:00:00+00,,14,,,5186.78759766,,1,00000311,34998162.4050852,35213.0909783577
35921,1995,CA,CDF,MEU,SKULL,00000000,1995/10/02 00:00:00+00,,14,,,188.33886719,,1,00000304,1274483.13277648,5108.51533963169
35922,1995,CA,CDF,MEU,BROOKTRAILS #2,00000000,1995/07/05 00:00:00+00,,14,,,692.96142578,,1,00000004,4709486.00682028,12472.3710229144
35923,1995,CA,USF,MDF,LOST,00000000,1995/09/16 00:00:00+00,1995/10/07 00:00:00+00,1,,110,127.33128357,8,1,00000065,925324.88541269,3849.43636000074
35924,1995,CA,CCO,MRN,VISION,00001481,1995/10/03 00:00:00+00,,14,,,11794.36523438,,1,00000032,77089273.9249125,47557.4065205969
35925,1995,CA,CDF,TUU,YOKOHL,00005878,1995/08/05 00:00:00+00,,14,,,828.36706543,,1,00000069,5163922.90242225,8986.47380169737
35926,1995,CA,CDF,FKU,PYRAMID,00038648,1995/09/08 00:00:00+00,,7,,,397.28372192,,1,00000186,2451369.95695995,8856.99966998383
35927,1995,CA,CDF,FKU,SILAXO,00038837,1995/09/09 00:00:00+00,,3,,,542.59136963,,1,00000187,3442572.39702463,9904.49606205267
35928,1995,CA,CDF,SLU,BALD MTN. ESCAPE,00000000,,,14,,,2971.95458984,,1,00000000,18017326.1886539,19747.8845689152
35929,2006,CA,BLM,CDD,KINGSTON 4,0000CWU9,2006/07/06 00:00:00+00,2006/07/08 00:00:00+00,1, ,25,24.56220245,2,1,00006662,151180.2273251,1790.19797513627
35930,2006,CA,BLM,BBD,BECK,00162110,2006/07/11 00:00:00+00,2006/07/11 00:00:00+00,9,,1669.5,1668.10681152,1,1,0000CX4M,10152804.3762737,21342.6912928164
35931,1996,CA,CDF,MVU,OTAY #121,00002781,1996/04/29 00:00:00+00,,4,,,702.89892578,,1,00000412,4019645.49594356,9496.20417732535
35932,1996,CA,CDF,MVU,OTAY #28,00002368,1996/04/15 00:00:00+00,,2,,,811.08312988,,1,00000273,4635476.18183386,8619.71005495441
35933,1996,CA,CDF,MVU,OTAY #268,00005431,1996/07/23 00:00:00+00,,9,,,417.20553589,,1,00001052,2384778.00622865,8162.40070037255
35934,1996,CA,CDF,MVU,OTAY #19,00000000,1996/04/07 00:00:00+00,,14,,,258.50289917,,1,000067.0,1477079.94386166,6867.61458311934
35935,1996,CA,CDF,MVU,OTAY #245,00004549,1996/06/25 00:00:00+00,,4,,,125.83824921,,1,00000843,719038.133965815,4569.25887703546
35936,1996,CA,CDF,RRU, ,00049565,1996/09/30 00:00:00+00,,14,,,415.62783813,,1,00001860,2447861.80349722,6508.6267941441
35937,1996,CA,USF,BDF, ,00000000,,,14,,,356.30813599,,1,00000000,2084308.98607877,6221.44703981655
35938,1996,CA,USF,BDF,REED,00000000,1996/05/14 00:00:00+00,1996/05/15 00:00:00+00,2,,33,33.44480515,8,1,00000039,195225.29991517,1957.25691105872
35939,1996,CA,CDF,RRU,DRIP,00027836,1996/06/02 00:00:00+00,,9,,,1083.78649902,,1,00000855,6320239.94406458,18934.2187351287
35940,1996,CA,CDF,RRU,CENTER,00027794,1996/06/07 00:00:00+00,,14,,,83.59404755,,1,00000000,493500.511266385,4413.67791975072
35941,1996,CA,CDF,RRU,CIRCLE,00032938,1996/06/29 00:00:00+00,,2,,,1026.79919434,,1,00001102,6045782.15484583,16388.0570391171
35942,1996,CA,CDF,RRU,CREAG,00027888,1996/06/02 00:00:00+00,,8,,,164.40177917,,1,00000858,964936.211185065,4848.60503247785
35943,1996,CA,CDF,RRU,JACKRABBIT,00031877,1996/06/23 00:00:00+00,,2,,,362.17581177,,1,00001040,2133933.26504566,7386.11253521999
35944,1996,CA,CDF,RRU,NEWPORT,00029486,1996/06/10 00:00:00+00,,2,,,288.62667847,,1,00000920,1691340.24899486,5258.46801058048
35945,1996,CA,CDF,RRU,PARAMONT,00027626,1996/06/01 00:00:00+00,,8,,,501.71398926,,1,00000838,2962702.5918275,7855.45651614487
35946,2004,CA,CDF,MMU,152,00007489,2004/05/01 00:00:00+00,2004/05/01 00:00:00+00,2,,60,12.81753922,6,1,00000110,81650.01371635,1652.84973733954
35947,2004,CA,CDF,SNF,PETERSON,00008548,2004/07/12 00:00:00+00,,14,,67.64,67.63389587,8,1,00008548,430422.694829385,2925.30808987128
35948,2004,CA,USF,ANF,INTERSTATE,00000000,2004/06/25 00:00:00+00,2004/06/26 00:00:00+00,2,,375,374.02694702,8,1,00000066,2240258.24343978,6295.85827697587
35949,2004,CA,USF,ANF,EAST,00000000,2004/08/07 00:00:00+00,2004/08/11 00:00:00+00,2,,1330,1336.93762207,8,1,00000113,8003584.16611621,16153.9663403026
35950,2004,CA,USF,ANF,PARADISE,00000000,2004/08/28 00:00:00+00,2004/08/28 00:00:00+00,9,,38,36.90484619,8,1,00000141,220780.27715684,2205.98741003675
35951,2004,CA,USF,ANF,SPRING,00000000,2004/08/09 00:00:00+00,2004/08/09 00:00:00+00,2,,87,70.40874481,8,1,00000117,419440.251889365,2901.92321162342
35952,2006,CA,BLM,CDD,GOLF,0000C3DU,2006/08/08 00:00:00+00,2006/08/11 00:00:00+00,7, ,763,774.49908447,2,1,0000C3DU,4552415.94358335,8937.33168322146
35953,2006,CA,BLM,CDD,BONNY,0000CM8L,2006/06/01 00:00:00+00,2006/06/03 00:00:00+00,14, ,38,35.43719101,1,1,0000CM8L,206624.00517097,2699.68668559596
35954,2006,CA,BLM,CDD,CAMP 2,00009197,2006/09/23 00:00:00+00,2006/09/25 00:00:00+00,7,Threat to BLM,40,41.66774368,1,1,0000C60Q,245410.10131429,2157.26744990355
35955,2004,CA,USF,ANF,FISHER,00000000,2004/08/30 00:00:00+00,2004/08/30 00:00:00+00,9,,15,13.47634029,8,1,00000142,80667.018618045,1515.07216155303
35956,2004,CA,USF,ANF,ELIZABETH,00000000,2004/08/10 00:00:00+00,2004/08/10 00:00:00+00,9,,15,14.31681538,8,1,00000119,85742.064893645,1149.77414064635
35957,2004,CA,USF,ANF,VISITOR,00000000,2004/09/16 00:00:00+00,2004/09/16 00:00:00+00,2,,120,120.7702179,8,1,00000163,724429.656305565,3907.23757478213
35958,2004,CA,DOD,AFV,TOD,00000138,2004/08/18 00:00:00+00,2004/08/18 00:00:00+00,14,,3,3.12992549,1,1,00001328,18825.13448385,656.733353712458
35959,2004,CA,DOD,AFV,UMBRA,00001325,2004/08/17 00:00:00+00,2004/08/17 00:00:00+00,14,,0.25,0.24448138,1,1,00001325,1470.267790315,168.888080344689
35960,2004,CA,DOD,AFV,FIREFIGHTER,00001131,2004/06/24 00:00:00+00,2004/06/24 00:00:00+00,2,,1,1.03297365,1,1,00001131,6209.432376085,363.293723969811
35961,2003,CA,DOD,AFV,UMBRA,00000000,2002/02/21 00:00:00+00,2002/02/21 00:00:00+00,11,,3,2.77828002,1,1,00000000,16709.18651984,682.040158259507
35962,2002,CA,DOD,AFV,TREATMENT,00000091,2002/02/21 00:00:00+00,2002/02/21 00:00:00+00,11,,0.89,0.89392745,1,1,00000091,5362.97836351,386.140533250679
35963,1999,CA,DOD,AFV,SLC-3,00000701,1999/12/18 00:00:00+00,1999/12/18 00:00:00+00,9,,15,23.54453468,4,1,00000701,141091.053177075,1868.78167773306
35964,1999,CA,DOD,AFV,CDT,00000860,1999/12/22 00:00:00+00,1999/12/22 00:00:00+00,11,,1,0.69785923,4,1,00000860,4176.94305245,321.001336061671
35965,1980,CA,USF,SRF,FOX,00000000,1980/09/06 00:00:00+00,1980/09/08 00:00:00+00,2,,32,29.87115479,8,1,00000045,217442.914322785,1655.12554589548
35966,1998,CA,USF,ANF,FRANKISH,00000000,1998/08/31 00:00:00+00,1998/09/02 00:00:00+00,1,,50,22.89223289,8,1,00000150,135673.867385725,1696.2211134296
35967,1995,CA,USF,ANF,SHINN,00000000,1995/10/29 00:00:00+00,1995/10/29 00:00:00+00,7,,5,13.69441128,8,1,00000185,81181.04221598,1315.30383815398
35968,1997,CA,USF,ANF,LODI,00000000,1997/09/21 00:00:00+00,1997/09/21 00:00:00+00,7,,50,36.68084717,8,1,00000220,217318.301485435,1855.25562236337
35969,1996,CA,USF,ANF,EL DORADO,00000000,1996/06/30 00:00:00+00,1996/07/02 00:00:00+00,4,,150,91.81148529,8,1,00000110,544934.030541935,3261.90487716411
35970,1999,CA,USF,ANF,LATE,00000000,1999/08/13 00:00:00+00,1999/08/14 00:00:00+00,9,,25,16.29665565,8,1,00000198,96750.97576946,1713.33461568515
35971,1996,CA,USF,ANF,CREEK,00000000,1996/08/04 00:00:00+00,1996/08/04 00:00:00+00,4,,20,14.90571308,8,1,00000176,88514.644817025,1105.9588830732
35972,1997,CA,USF,ANF,SOLEDAD,00000000,1997/07/20 00:00:00+00,1997/07/21 00:00:00+00,1,,89,44.30153656,8,1,00000157,264192.33130588,1883.01885791678
35973,1999,CA,USF,TOI, ,00000000,1999/10/10 00:00:00+00,,9,,13,12.78383732,8,1,00000000,87170.18677756,1576.44084308794
35974,1999,CA,USF,LNF,LAKE,00000000,1999/06/29 00:00:00+00,1999/07/15 00:00:00+00,6,,15,11.52390289,8,1,00000017,82111.73306897,1343.11799907506
35975,1999,CA,USF,LNF,BALD,00000000,1999/08/07 00:00:00+00,1999/08/08 00:00:00+00,1,,10,4.49866486,8,1,00000039,31873.597284585,859.585639360306
35976,1997,CA,USF,LNF,MOUNTAIN,00000000,1997/07/28 00:00:00+00,1997/07/28 00:00:00+00,1,,140,29.98018837,8,1,00000032,212356.04244536,1943.37733989166
35977,2001,CA,USF,INF,CRATER,00000000,2001/08/11 00:00:00+00,2001/08/14 00:00:00+00,1,,5570,5589.92626953,8,1,00000063,36408223.4342937,44042.9372108869
35978,2002,CA,USF,ANF,SUSANNA FIRE,00000000,2002/06/03 00:00:00+00,2002/06/10 00:00:00+00,4,,125,73.18828583,6,1,00000066,434456.974815385,3773.89540830001
35979,2001,CA,USF,ENF,STAR,00012745,2001/08/25 00:00:00+00,2001/09/22 00:00:00+00,9,,16761,16464.6015625,8,1,00000074,110783551.243577,86539.0543922976
35980,2002,CA,USF,SQF,BOREL,00000000,2002/06/15 00:00:00+00,2002/06/18 00:00:00+00,9,,3430,3417.89941406,6,1,00000024,20969854.5799966,32458.5301465487
35981,2002,CA,USF,TMU,GONDOLA,00000000,2002/07/03 00:00:00+00,2002/07/10 00:00:00+00,3,,673,642.99523926,2,1,00000012,4308915.47632955,16526.9599862663
35982,2002,CA,USF,TMU,PIONEER 2,00000000,2002/11/07 00:00:00+00,2002/11/07 00:00:00+00,9,,24,23.49194145,2,1,00000050,157277.24659986,5465.10424881213
35983,1991,CA,USF,PNF, ,00000000,1991/01/20 00:00:00+00,1991/01/23 00:00:00+00,5,,25,31.48530769,8,1,00000005,215860.585990945,1997.02732463595
35984,1991,CA,USF,PNF,MOSQUITO,00000000,1991/01/20 00:00:00+00,1991/01/23 00:00:00+00,9,,116,83.93256378,8,1,00000003,574402.129805775,3703.07597722191
35985,1991,CA,USF,PNF,STRAWBERRY,00000000,1991/02/24 00:00:00+00,1991/02/24 00:00:00+00,2,,15,11.85104847,8,1,00000009,80792.83453305,1224.79040242624
35986,1921,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 4N 16W-34,Pico Cyn,N W Newhall-AFA 1911-1930 Saugus map 1:256*",514,513.69049072,,1,00000000,3060272.9417605,6708.6629477402
35987,1921,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 4N 13W-2,bet.Acton & Parker Mtn.-AFA 1911-1930 Saugus map 1:2*",284,284.07980347,,1,00000000,1695097.04643195,4736.24828207932
35988,1920,CA,USF,ANF, ,00000000,,,14,"S.Imsand, Saugus, 4N 14W-20,21,S of Soledad jn Bear Cyns-AFA 1911-1930 Saugus m*",60,254.41656494,,1,00000000,1516926.09865088,5226.01529535549
35989,1921,CA,USF,ANF,RAVENNA,00000000,,,14,"S.Imsand, Saugus, 4N 13W-16, 1 mi.W digitized #1387-AFA 1911-30 Saugus+T maps 1*",300,182.26196289,,1,00000000,1086903.33978834,3913.35404575453
